t,y_aprox,y_exact,error
0.0,1.0,1.0,0.0
0.25,1.25,1.3291498130108277,0.07914981301082769
0.5,1.6398053304784268,1.7304897585147139,0.09068442803628707
0.75,2.0242546535964756,2.041472034209607,0.017217380613131272
1.0,2.2364572532353817,2.1179795456129895,0.11847770762239218
