t,y_aprox,y_exact,error
1.0,2.0,2.0,0.0
1.25,2.75,2.7789294391427624,0.02892943914276236
1.5,3.55,3.6081976621622465,0.058197662162246644
1.75,4.391666666666667,4.47932762888699,0.08766096222032349
2.0,5.269047619047619,5.386294361119891,0.11724674207227181
